"","Rank","Track","Artist","Streams","Date"
"1220",20,"Dynamite","BTS",118927,2021-02-18
"1221",21,"Bahasa Kalbu","Raisa, Andi Rianto",115490,2021-02-18
"1222",22,"Maafkan Aku #terlanjurmencinta","Tiara Andini",112681,2021-02-18
"1223",23,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",109559,2021-02-18
"1224",24,"Celebrity","IU",107874,2021-02-18
"1225",25,"Life Goes On","BTS",106239,2021-02-18
"1226",26,"Resah Jadi Luka","Daun Jatuh",105909,2021-02-18
"1227",27,"C.H.R.I.S.Y.E.","Diskoria, Laleilmanino, Eva Celia",102034,2021-02-18
"1228",28,"Before You Go","Lewis Capaldi",101705,2021-02-18
"1229",29,"To the Bone","Pamungkas",101569,2021-02-18
"1230",30,"Stuck with U (with Justin Bieber)","Ariana Grande",99423,2021-02-18
"1231",31,"Into Your Arms (feat. Ava Max)","Witt Lowry",98864,2021-02-18
"1232",32,"Lose","NIKI",98142,2021-02-18
"1233",33,"Sofia","Clairo",97828,2021-02-18
"1234",34,"Good Days","SZA",93217,2021-02-18
"1235",35,"Copines","Aya Nakamura",91975,2021-02-18
"1236",36,"One Only","Pamungkas",91947,2021-02-18
"1237",37,"Rumah Ke Rumah","Hindia",89433,2021-02-18
"1238",38,"Kukira Kau Rumah","Amigdala",88137,2021-02-18
"1239",39,"Monolog","Pamungkas",87320,2021-02-18
"1240",40,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",87163,2021-02-18
"1241",41,"Kenangan Manis","Pamungkas",86990,2021-02-18
"1242",42,"Save Your Tears","The Weeknd",85643,2021-02-18
"1243",43,"Lonely (with benny blanco)","Justin Bieber",83728,2021-02-18
"1244",44,"Cinta Dalam Hati","Ungu",83536,2021-02-18
"1245",45,"I'm Missing You","Sunjae",83434,2021-02-18
"1246",46,"Someone You Loved","Lewis Capaldi",78311,2021-02-18
"1247",47,"Pura Pura Lupa","Mahen",76732,2021-02-18
"1248",48,"Mood (feat. iann dior)","24kGoldn",76336,2021-02-18
"1249",49,"Kota","Dere",76328,2021-02-18
"1250",50,"Secukupnya","Hindia",73924,2021-02-18
"1251",51,"Cintanya Aku","Tiara Andini, Arsy Widianto",72202,2021-02-18
"1252",52,"Waktu Yang Salah","Fiersa Besari, Thantri Sundari",70637,2021-02-18
"1253",53,"I Love You but I'm Letting Go","Pamungkas",69422,2021-02-18
"1254",54,"Sesuatu Di Jogja","Adhitia Sofyan",65140,2021-02-18
"1255",55,"Yours","Raiden, CHANYEOL, LeeHi, CHANGMO",64603,2021-02-18
"1256",56,"Kau Lagi","Celine & Nadya",63088,2021-02-18
"1257",57,"I Still Love You","TheOvertunes",61268,2021-02-18
"1258",58,"Reflection - From ""Mulan""","Yura Yunita, SIVIA, Agatha Pricilla, Nadin Amizah",61201,2021-02-18
"1259",59,"Starlight","CHA NI (SF9)",60977,2021-02-18
"1260",60,"you broke me first","Tate McRae",59316,2021-02-18
"1261",61,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",56001,2021-02-18
"1262",62,"bitterlove","Ardhito Pramono",55810,2021-02-18
"1263",63,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",55335,2021-02-18
"1264",64,"Anyone","Justin Bieber",53781,2021-02-18
"1265",65,"lowkey","NIKI",52862,2021-02-18
"1266",66,"Lovesick Girls","BLACKPINK",52788,2021-02-18
"1267",67,"Day & Night","Jung Seung Hwan",52338,2021-02-18
"1268",68,"Love Story (Taylor’s Version)","Taylor Swift",51784,2021-02-18
"1269",69,"La La Lost You - Acoustic Version","NIKI, 88rising",51122,2021-02-18
"1270",70,"Memories","Maroon 5",50792,2021-02-18
"1271",71,"Forever (<U+C57D><U+C18D>)","aespa",50050,2021-02-18
"1272",72,"Closure","Pamungkas",49632,2021-02-18
"1273",73,"Tanpa Tergesa","Juicy Luicy",49606,2021-02-18
"1274",74,"Terlalu Cinta","Rossa",48683,2021-02-18
"1275",75,"Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",48321,2021-02-18
"1276",76,"What You Know Bout Love","Pop Smoke",48011,2021-02-18
"1277",77,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",47945,2021-02-18
"1278",78,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",47885,2021-02-18
"1279",79,"How You Like That","BLACKPINK",47526,2021-02-18
"1280",80,"Selaras","Kunto Aji, Nadin Amizah",47467,2021-02-18
"1281",81,"Mantra Cinta","Rizky Febian",46907,2021-02-18
"1282",82,"Hal Indah Butuh Waktu Untuk Datang","Idgitaf",46637,2021-02-18
"1283",83,"Arcade","Duncan Laurence",46632,2021-02-18
"1284",84,"Tanya Hati","Pasto",46513,2021-02-18
"1285",85,"2002","Anne-Marie",46470,2021-02-18
"1286",86,"Psycho","Red Velvet",46374,2021-02-18
"1287",87,"Night Changes","One Direction",45691,2021-02-18
"1288",88,"Garis Terdepan","Fiersa Besari",45593,2021-02-18
"1289",89,"Rehat","Kunto Aji",44819,2021-02-18
"1290",90,"Mad at Disney","salem ilese",44810,2021-02-18
"1291",91,"LATHI (with Sara Fajira)","Weird Genius",44580,2021-02-18
"1292",92,"Black Mamba","aespa",44265,2021-02-18
"1293",93,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)","MAX",44226,2021-02-18
"1294",94,"eight(Prod.&Feat. SUGA of BTS)","IU",44058,2021-02-18
"1295",95,"Luka Yang Kurindu","Mahen",43571,2021-02-18
"1296",96,"Sedang Sayang Sayangnya","Mawar de Jongh",43532,2021-02-18
"1297",97,"Adaptasi","Tulus",43409,2021-02-18
"1298",98,"Celengan Rindu","Fiersa Besari",43171,2021-02-18
"1299",99,"Boy With Luv (feat. Halsey)","BTS",43131,2021-02-18
"1300",100,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685, Jason Derulo",43094,2021-02-18
"1301",101,"Don't Watch Me Cry","Alex Porat",42740,2021-02-18
"1302",102,"Ice Cream (with Selena Gomez)","BLACKPINK",42716,2021-02-18
"1303",103,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",42696,2021-02-18
"1304",104,"Tolong","Budi Doremi",42649,2021-02-18
"1305",105,"gimme gimme","NCT 127",42468,2021-02-18
"1306",106,"Di Persimpangan Dilema","Terry",42401,2021-02-18
"1307",107,"Say You Won't Let Go","James Arthur",41953,2021-02-18
"1308",108,"Sweet Scar","Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",41916,2021-02-18
"1309",109,"You Got It","Vedo",41643,2021-02-18
"1310",110,"I Love You 3000","Stephanie Poetri",41322,2021-02-18
"1311",111,"willow","Taylor Swift",41321,2021-02-18
"1312",112,"Pretty Savage","BLACKPINK",41308,2021-02-18
"1313",113,"Dan...","Sheila On 7",41210,2021-02-18
"1314",114,"Kangen","Dewa 19",41110,2021-02-18
"1315",115,"Bicara (feat. Monita Tahalea)","TheOvertunes",41059,2021-02-18
"1316",116,"Rumpang","Nadin Amizah",40719,2021-02-18
"1317",117,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",40523,2021-02-18
"1318",118,"Bentuk Cinta","Eclat Story",40140,2021-02-18
"1319",119,"Monokrom","Tulus",40113,2021-02-18
"1320",120,"Intentions (feat. Quavo)","Justin Bieber",39961,2021-02-18
"1321",121,"Sorai","Nadin Amizah",39913,2021-02-18
"1322",122,"Fine","TAEYEON",39741,2021-02-18
"1323",123,"Selamat (Selamat Tinggal)","Virgoun, Audy",39573,2021-02-18
"1324",124,"comethru","Jeremy Zucker",39469,2021-02-18
"1325",125,"Best Part (feat. Daniel Caesar)","H.E.R.",39348,2021-02-18
"1326",126,"Kala Cinta Menggoda","Noah",39189,2021-02-18
"1327",127,"Fly Me to the Moon","The Macarons Project",39084,2021-02-18
"1328",128,"10,000 Hours (with Justin Bieber)","Dan + Shay",38748,2021-02-18
"1329",129,"Hilmira","Dhika Fawaz",38545,2021-02-18
"1330",130,"Cinta Luar Biasa","Andmesh",38236,2021-02-18
"1331",131,"April","Fiersa Besari",38113,2021-02-18
"1332",132,"Lebih Dari Egoku","Mawar de Jongh",37756,2021-02-18
"1333",133,"Make A Wish (Birthday Song)","NCT U",37667,2021-02-18
"1334",134,"Ruang Rindu","Letto",37642,2021-02-18
"1335",135,"Januari","Glenn Fredly",37212,2021-02-18
"1336",136,"Lara","Dialog Senja",37003,2021-02-18
"1337",137,"Seperti Kisah","Rizky Febian",36744,2021-02-18
"1338",138,"Belum Siap Kehilangan","Stevan Pasaribu",36645,2021-02-18
"1339",139,"Langit Abu-Abu","Tulus",36430,2021-02-18
"1340",140,"Hey Stupid, I Love You","JP Saxe",36402,2021-02-18
"1341",141,"Bad Liar","Imagine Dragons",36313,2021-02-18
"1342",142,"Halu","FePutri",36201,2021-02-18
"1343",143,"Membasuh","Hindia, Rara Sekar",35729,2021-02-18
"1344",144,"Blueberry Eyes (feat. SUGA of BTS)","MAX",35665,2021-02-18
"1345",145,"Perlahan","Guyon Waton",35503,2021-02-18
"1346",146,"Rindu Dalam Hati","Arsy Widianto, Brisia Jodie",35468,2021-02-18
"1347",147,"Pelangi","Hivi!",35423,2021-02-18
"1348",148,"I CAN'T STOP ME","TWICE",35309,2021-02-18
"1349",149,"Sorry","Pamungkas",35227,2021-02-18
"1350",150,"say i'm sorry","Afgan",34820,2021-02-18
"1351",151,"Train Wreck","James Arthur",34573,2021-02-18
"1352",152,"Rayu","Marion Jola, Laleilmanino",34355,2021-02-18
"1353",153,"Kenangan Terindah","SAMSONS",34226,2021-02-18
"1354",154,"I Like Me Better","Lauv",34202,2021-02-18
"1355",155,"Jangan Rubah Takdirku","Andmesh",34034,2021-02-18
"1356",156,"Cinta Dan Rahasia","Yura Yunita, Glenn Fredly",33957,2021-02-18
"1357",157,"death bed (coffee for your head)","Powfu, beabadoobee",33926,2021-02-18
"1358",158,"You","Ten2Five",33814,2021-02-18
"1359",159,"Strawberries & Cigarettes","Troye Sivan",33589,2021-02-18
"1360",160,"Sekali Ini Saja","Glenn Fredly",33582,2021-02-18
"1361",161,"Best Friend","Rex Orange County",33495,2021-02-18
"1362",162,"Takkan Terganti","Marcell",33137,2021-02-18
"1363",163,"Fana Merah Jambu","Fourtwnty",33112,2021-02-18
"1364",164,"Blinding Lights","The Weeknd",33006,2021-02-18
"1365",165,"Sit Still, Look Pretty","Daya",32937,2021-02-18
"1366",166,"90's Love","NCT U",32926,2021-02-18
"1367",167,"Holy (feat. Chance The Rapper)","Justin Bieber",32778,2021-02-18
"1368",168,"Soulmate","Kahitna",32689,2021-02-18
"1369",169,"cigarettes of ours","Ardhito Pramono",32412,2021-02-18
"1370",170,"Tukar Jiwa","Tulus",32256,2021-02-18
"1371",171,"It's You","Ali Gatie",32217,2021-02-18
"1372",172,"Line Without a Hook","Ricky Montgomery",32202,2021-02-18
"1373",173,"Indah Pada Waktunya","Rizky Febian, Aisyah Aziz",31825,2021-02-18
"1374",174,"Remaja","Hivi!",31806,2021-02-18
"1375",175,"Dandelions","Ruth B.",31802,2021-02-18
"1376",176,"lovely (with Khalid)","Billie Eilish",31672,2021-02-18
"1377",177,"Jikalau Kau Cinta","Judika",31654,2021-02-18
"1378",178,"When You Love Someone","Endah N Rhesa",31530,2021-02-18
"1379",179,"Kartonyono Medot Janji","Denny Caknan",31450,2021-02-18
"1380",180,"Nyaman","Andmesh",31430,2021-02-18
"1381",181,"Hampa","Ari Lasso",31229,2021-02-18
"1382",182,"Mayonaka no Door / Stay With Me","Miki Matsubara",31142,2021-02-18
"1383",183,"Aku Yang Salah","Mahalini, Nuca",31107,2021-02-18
"1384",184,"Aku Yang Salah","Elmatu",30996,2021-02-18
"1385",185,"Zona Nyaman (From ""Filosofi Kopi 2: Ben & Jody"")","Fourtwnty",30971,2021-02-18
"1386",186,"You Are The Reason","Calum Scott",30793,2021-02-18
"1387",187,"If the World Was Ending - feat. Julia Michaels","JP Saxe",30759,2021-02-18
"1388",188,"Pilu Membiru","Kunto Aji",30702,2021-02-18
"1389",189,"Hitam Putih","Fourtwnty",30587,2021-02-18
"1390",190,"Be Alright","Dean Lewis",30552,2021-02-18
"1391",191,"Play Date","Melanie Martinez",30517,2021-02-18
"1392",192,"Dekat Di Hati","RAN",30328,2021-02-18
"1393",193,"Blue & Grey","BTS",30314,2021-02-18
"1394",194,"Future","Red Velvet",30311,2021-02-18
"1395",195,"Señorita","Shawn Mendes, Camila Cabello",30196,2021-02-18
"1396",196,"Running","Gaho",30182,2021-02-18
"1397",197,"Without Me","Halsey",30161,2021-02-18
"1398",198,"Too Good At Goodbyes","Sam Smith",30088,2021-02-18
"1399",199,"Terpesona (feat. Bulan)","Gustixa",29864,2021-02-18
"1400",200,"Streets","Doja Cat",29747,2021-02-18
"1401",1,"Heartbreak Anniversary","Giveon",375925,2021-02-25
"1402",2,"Blue Jeans","GANGGA",275549,2021-02-25
"1403",3,"Bertaut","Nadin Amizah",274368,2021-02-25
"1404",4,"At My Worst","Pink Sweat$",252608,2021-02-25
"1405",5,"drivers license","Olivia Rodrigo",211811,2021-02-25
"1406",6,"Melukis Senja","Budi Doremi",207707,2021-02-25
"1407",7,"Weak","Larissa Lambert",187177,2021-02-25
"1408",8,"Snowman","Sia",174152,2021-02-25
"1409",9,"Mungkin Hari Ini Esok Atau Nanti","Anneth",173195,2021-02-25
"1410",10,"Putus Atau Terus","Judika",169973,2021-02-25
"1411",11,"happy","Skinnyfabs",148988,2021-02-25
"1412",12,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",144439,2021-02-25
"1413",13,"Heather","Conan Gray",142585,2021-02-25
"1414",14,"Hurts So Good","Astrid S",140609,2021-02-25
"1415",15,"34+35","Ariana Grande",129460,2021-02-25
"1416",16,"Katakan Saja","Khifnu",126359,2021-02-25
"1417",17,"To the Bone","Pamungkas",125938,2021-02-25
"1418",18,"Yours","Raiden, CHANYEOL, LeeHi, CHANGMO",124647,2021-02-25
"1419",19,"Makna Cinta","Rizky Febian",123981,2021-02-25
"1420",20,"Dynamite","BTS",117076,2021-02-25
"1421",21,"Kota","Dere",115485,2021-02-25
"1422",22,"Into Your Arms (feat. Ava Max)","Witt Lowry",113256,2021-02-25
"1423",23,"positions","Ariana Grande",112653,2021-02-25
"1424",24,"Cuek","Rizky Febian",112380,2021-02-25
"1425",25,"Bahasa Kalbu","Raisa, Andi Rianto",110805,2021-02-25
"1426",26,"I'm Missing You","Sunjae",107528,2021-02-25
"1427",27,"Life Goes On","BTS",104954,2021-02-25
"1428",28,"Maafkan Aku #terlanjurmencinta","Tiara Andini",104434,2021-02-25
"1429",29,"Celebrity","IU",102153,2021-02-25
"1430",30,"Before You Go","Lewis Capaldi",100920,2021-02-25
"1431",31,"Resah Jadi Luka","Daun Jatuh",100901,2021-02-25
"1432",32,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",98654,2021-02-25
"1433",33,"Lose","NIKI",98537,2021-02-25
"1434",34,"Stuck with U (with Justin Bieber)","Ariana Grande",98536,2021-02-25
"1435",35,"One Only","Pamungkas",94811,2021-02-25
"1436",36,"Good Days","SZA",93525,2021-02-25
"1437",37,"Rumah Ke Rumah","Hindia",93389,2021-02-25
"1438",38,"Copines","Aya Nakamura",92294,2021-02-25
"1439",39,"C.H.R.I.S.Y.E.","Diskoria, Laleilmanino, Eva Celia",91979,2021-02-25
"1440",40,"Sofia","Clairo",90884,2021-02-25
"1441",41,"Monolog","Pamungkas",87562,2021-02-25
"1442",42,"Kenangan Manis","Pamungkas",86307,2021-02-25
"1443",43,"Kukira Kau Rumah","Amigdala",83707,2021-02-25
"1444",44,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",83327,2021-02-25
"1445",45,"Cinta Dalam Hati","Ungu",82775,2021-02-25
"1446",46,"Mood (feat. iann dior)","24kGoldn",81353,2021-02-25
"1447",47,"Lonely (with benny blanco)","Justin Bieber",77567,2021-02-25
"1448",48,"Someone You Loved","Lewis Capaldi",77278,2021-02-25
"1449",49,"Secukupnya","Hindia",76350,2021-02-25
"1450",50,"Pura Pura Lupa","Mahen",76334,2021-02-25
"1451",51,"I Love You but I'm Letting Go","Pamungkas",73184,2021-02-25
"1452",52,"Lantas","Juicy Luicy",66500,2021-02-25
"1453",53,"Waktu Yang Salah","Fiersa Besari, Thantri Sundari",65729,2021-02-25
"1454",54,"Sesuatu Di Jogja","Adhitia Sofyan",63478,2021-02-25
"1455",55,"Save Your Tears","The Weeknd",62471,2021-02-25
"1456",56,"I Still Love You","TheOvertunes",61131,2021-02-25
"1457",57,"Kau Lagi","Celine & Nadya",60588,2021-02-25
"1458",58,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",58142,2021-02-25
"1459",59,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",57170,2021-02-25
"1460",60,"you broke me first","Tate McRae",56673,2021-02-25
"1461",61,"lowkey","NIKI",56124,2021-02-25
"1462",62,"Tanpa Tergesa","Juicy Luicy",54817,2021-02-25
"1463",63,"bitterlove","Ardhito Pramono",54468,2021-02-25
"1464",64,"Reflection - From ""Mulan""","Yura Yunita, SIVIA, Agatha Pricilla, Nadin Amizah",54217,2021-02-25
"1465",65,"Starlight","CHA NI (SF9)",52526,2021-02-25
"1466",66,"La La Lost You - Acoustic Version","NIKI, 88rising",52428,2021-02-25
"1467",67,"Cintanya Aku","Tiara Andini, Arsy Widianto",52196,2021-02-25
"1468",68,"Seperti Kisah","Rizky Febian",52045,2021-02-25
"1469",69,"Aku Yang Salah","Mahalini, Nuca",51424,2021-02-25
"1470",70,"Lovesick Girls","BLACKPINK",51333,2021-02-25
"1471",71,"Garis Terdepan","Fiersa Besari",49502,2021-02-25
"1472",72,"Memories","Maroon 5",49441,2021-02-25
"1473",73,"gimme gimme","NCT 127",49013,2021-02-25
"1474",74,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",48801,2021-02-25
"1475",75,"Night Changes","One Direction",48600,2021-02-25
"1476",76,"You Got It","Vedo",48209,2021-02-25
"1477",77,"Closure","Pamungkas",47662,2021-02-25
"1478",78,"How You Like That","BLACKPINK",47589,2021-02-25
"1479",79,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",47432,2021-02-25
"1480",80,"Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",47090,2021-02-25
"1481",81,"Psycho","Red Velvet",46952,2021-02-25
"1482",82,"Terlalu Cinta","Rossa",46873,2021-02-25
"1483",83,"Selaras","Kunto Aji, Nadin Amizah",45866,2021-02-25
"1484",84,"Mad at Disney","salem ilese",45783,2021-02-25
"1485",85,"Mantra Cinta","Rizky Febian",45771,2021-02-25
"1486",86,"Day & Night","Jung Seung Hwan",45593,2021-02-25
"1487",87,"What You Know Bout Love","Pop Smoke",45473,2021-02-25
"1488",88,"2002","Anne-Marie",45287,2021-02-25
"1489",89,"Tanya Hati","Pasto",45102,2021-02-25
"1490",90,"Rehat","Kunto Aji",44706,2021-02-25
"1491",91,"Boy With Luv (feat. Halsey)","BTS",44498,2021-02-25
"1492",92,"Black Mamba","aespa",44472,2021-02-25
"1493",93,"Rindu Dalam Hati","Arsy Widianto, Brisia Jodie",44077,2021-02-25
"1494",94,"eight(Prod.&Feat. SUGA of BTS)","IU",43949,2021-02-25
"1495",95,"Tolong","Budi Doremi",43572,2021-02-25
"1496",96,"Sweet Scar","Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",43389,2021-02-25
"1497",97,"Bicara (feat. Monita Tahalea)","TheOvertunes",43135,2021-02-25
"1498",98,"Celengan Rindu","Fiersa Besari",43095,2021-02-25
"1499",99,"LATHI (with Sara Fajira)","Weird Genius",42917,2021-02-25
"1500",100,"Line Without a Hook","Ricky Montgomery",42737,2021-02-25
"1501",101,"Serta Mulia","Sal Priadi",42491,2021-02-25
"1502",102,"Ice Cream (with Selena Gomez)","BLACKPINK",42447,2021-02-25
"1503",103,"Hal Indah Butuh Waktu Untuk Datang","Idgitaf",42350,2021-02-25
"1504",104,"Monokrom","Tulus",42214,2021-02-25
"1505",105,"Best Part (feat. Daniel Caesar)","H.E.R.",42146,2021-02-25
"1506",106,"I Love You 3000","Stephanie Poetri",42112,2021-02-25
"1507",107,"Luka Yang Kurindu","Mahen",41922,2021-02-25
"1508",108,"Adaptasi","Tulus",41690,2021-02-25
"1509",109,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41634,2021-02-25
"1510",110,"Di Persimpangan Dilema","Terry",41376,2021-02-25
"1511",111,"Runaway","AURORA",41154,2021-02-25
"1512",112,"Don't Watch Me Cry","Alex Porat",41042,2021-02-25
"1513",113,"Sedang Sayang Sayangnya","Mawar de Jongh",40758,2021-02-25
"1514",114,"Fine","TAEYEON",40756,2021-02-25
"1515",115,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",40754,2021-02-25
"1516",116,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685, Jason Derulo",40659,2021-02-25
"1517",117,"Dan...","Sheila On 7",40532,2021-02-25
"1518",118,"Selamat (Selamat Tinggal)","Virgoun, Audy",40522,2021-02-25
"1519",119,"Arcade","Duncan Laurence",40511,2021-02-25
"1520",120,"Say You Won't Let Go","James Arthur",40128,2021-02-25
"1521",121,"telepatía","Kali Uchis",39985,2021-02-25
"1522",122,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)","MAX",39913,2021-02-25
"1523",123,"10,000 Hours (with Justin Bieber)","Dan + Shay",39884,2021-02-25
"1524",124,"Pretty Savage","BLACKPINK",39863,2021-02-25
"1525",125,"April","Fiersa Besari",39630,2021-02-25
"1526",126,"Astronaut In The Ocean","Masked Wolf",39362,2021-02-25
"1527",127,"Rumpang","Nadin Amizah",39302,2021-02-25
"1528",128,"Intentions (feat. Quavo)","Justin Bieber",39298,2021-02-25
"1529",129,"comethru","Jeremy Zucker",39144,2021-02-25
"1530",130,"Manusia Bodoh","Ada Band",38756,2021-02-25
"1531",131,"Kangen","Dewa 19",38750,2021-02-25
"1532",132,"Bentuk Cinta","Eclat Story",38615,2021-02-25
"1533",133,"Fix You","Coldplay",38446,2021-02-25
"1534",134,"It Will Rain","Bruno Mars",38388,2021-02-25
"1535",135,"Cinta Luar Biasa","Andmesh",38299,2021-02-25
"1536",136,"Fly Me to the Moon","The Macarons Project",38092,2021-02-25
"1537",137,"Anyone","Justin Bieber",38047,2021-02-25
"1538",138,"willow","Taylor Swift",37673,2021-02-25
"1539",139,"Lebih Dari Egoku","Mawar de Jongh",36874,2021-02-25
"1540",140,"Sorai","Nadin Amizah",36443,2021-02-25
"1541",141,"We're Good","Dua Lipa",36394,2021-02-25
"1542",142,"Halu","FePutri",36310,2021-02-25
"1543",143,"Make A Wish (Birthday Song)","NCT U",36128,2021-02-25
"1544",144,"Strawberries & Cigarettes","Troye Sivan",36128,2021-02-25
